trade_id,symbol,long_exchange,short_exchange,entry_time,exit_time,duration_hours,size_usd,funding_earned,trading_fees,slippage,price_pnl,total_pnl,return_pct,exit_reason,is_open
11,BTCUSDT,okx,bybit,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,2745.507082904949,1.1879313145462542,5.491014165809898,2.1964056663239595,-3.1825393044665704,-9.682027822054174,-0.352649894161259,time_stop,False
12,ETHUSDT,gateio,okx,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,3344.889457253835,2.1784486230412523,6.689778914507671,2.675911565803068,-0.5467610468724412,-7.734002904141927,-0.2312184902663889,funding_reversal,False
13,ETHUSDT,binance,okx,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,2976.2266218712316,1.5443837161186473,5.952453243742464,2.3809812974969855,0.44983844061890604,-6.339212384501895,-0.2129949493065238,funding_reversal,False
14,SOLUSDT,okx,bybit,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,4631.70161343304,4.963357404120105,9.26340322686608,3.705361290746432,4.916267944976731,-3.0891391685156755,-0.06669555654354838,time_stop,False
15,SOLUSDT,okx,binance,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,3946.7334550324995,3.374742550958313,7.8934669100649995,3.1573867640259996,0.8377995180428326,-6.838311605089853,-0.17326509841626847,time_stop,False
16,SOLUSDT,okx,gateio,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,3297.8554543392274,2.0932575275250525,6.595710908678455,2.638284363471382,-2.85632507501433,-9.997062819639115,-0.30313829572139844,time_stop,False
17,SOLUSDT,gateio,bybit,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,2034.5959579069065,0.8888593316589445,4.069191915813813,1.6276767663255254,-3.8921896255566284,-8.700198976037022,-0.4276131062890425,funding_convergence,False
18,AVAXUSDT,gateio,bybit,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,4745.806029352046,5.25027973335591,9.491612058704092,3.796644823481637,-1.5109757476591332,-9.548952896488952,-0.2012082423392405,funding_reversal,False
19,AVAXUSDT,binance,bybit,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,4000.889509607479,3.4917675024557444,8.001779019214958,3.2007116076859834,2.6587145555040608,-5.052008568941137,-0.1262721341544066,funding_reversal,False
20,AVAXUSDT,okx,bybit,2024-01-02 00:00:00,2024-01-02 16:00:00,16.0,3687.367921304014,2.8354461127818618,7.374735842608028,2.9498943370432116,-3.3452214292078275,-10.834405496077204,-0.2938249105406787,time_stop,False
21,BTCUSDT,okx,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3658.6235119663656,2.7778633489640345,7.317247023932731,2.9268988095730926,1.57772469130693,-5.88855779323486,-0.16095008885103876,funding_reversal,False
22,BTCUSDT,gateio,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3439.074712988275,2.3527405388503047,6.8781494259765505,2.7512597703906203,4.330308039485767,-2.9463606180310995,-0.08567306220198259,funding_reversal,False
23,BTCUSDT,okx,bybit,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3011.8891607172022,1.6022998543311486,6.0237783214344045,2.4095113285737617,-5.419096698997676,-12.250086494674694,-0.40672434611629793,funding_convergence,False
24,BTCUSDT,gateio,bybit,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,2809.418650702557,1.2834751802164746,5.618837301405114,2.2475349205620456,3.785250675784438,-2.7976463659662474,-0.09958097079147085,profit_target,False
25,ETHUSDT,bybit,gateio,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,4771.529452653962,5.315817054528799,9.543058905307925,3.8172235621231696,7.392547844578418,-0.651917568323876,-0.013662654182324587,profit_target,False
26,ETHUSDT,okx,gateio,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,5353.561122362987,6.880783232906525,10.707122244725973,4.282848897890389,-7.17996084770244,-15.289148757412278,-0.2855883851507025,time_stop,False
27,ETHUSDT,okx,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3329.8731290307283,2.151115742585699,6.659746258061457,2.6638985032245825,4.5954464153852115,-2.5770826033151293,-0.07739281658653692,time_stop,False
28,ETHUSDT,binance,gateio,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3310.718193797362,2.11643247382588,6.6214363875947235,2.64857455503789,0.06120580836211736,-7.0923726604446165,-0.2142245955494549,time_stop,False
29,ETHUSDT,bybit,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,2857.2854510960656,1.3566476043625708,5.714570902192131,2.2858283608768524,1.009445863910313,-5.634305794796099,-0.19719086143929923,funding_reversal,False
30,SOLUSDT,okx,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,4355.8015301228925,4.295508702575195,8.711603060245785,3.484641224098314,-8.80909252305967,-16.709828104828574,-0.38362234801724615,funding_reversal,False
31,SOLUSDT,okx,gateio,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,4061.8296804241636,3.62525070482711,8.123659360848327,3.249463744339331,-2.008909797075933,-9.75678219743648,-0.24020658090266384,funding_reversal,False
32,SOLUSDT,bybit,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,4144.367724072646,3.809055581450668,8.28873544814529,3.3154941792581165,-1.1911652826425143,-8.986339328595253,-0.21683257681015888,profit_target,False
33,SOLUSDT,bybit,gateio,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3856.6760221177015,3.1834959897585873,7.713352044235403,3.0853408176941612,3.884819240916755,-3.7303776312542234,-0.0967252009207108,profit_target,False
34,AVAXUSDT,okx,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,5210.8201412860935,6.482641744995512,10.421640282572188,4.168656113028875,-2.0255482719015943,-10.133202922507145,-0.19446464563649568,funding_reversal,False
35,AVAXUSDT,okx,bybit,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,4646.696629401521,5.000708832088568,9.293393258803043,3.717357303521217,-3.583404900243352,-11.593446630479043,-0.24949867734258008,funding_reversal,False
36,AVAXUSDT,gateio,binance,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3500.703706186049,2.4694314882968107,7.001407412372099,2.8005629649488397,-3.971888551821328,-11.304427440845457,-0.3229187154819629,funding_reversal,False
37,AVAXUSDT,gateio,bybit,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3027.014973301712,1.6270889371771788,6.054029946603424,2.4216119786413697,-0.13798263039304645,-6.986535618460661,-0.23080611361628345,funding_reversal,False
38,AVAXUSDT,okx,gateio,2024-01-03 00:00:00,2024-01-03 16:00:00,16.0,3030.1380235844986,1.6322238022559261,6.060276047168998,2.424110418867599,0.14062430462443687,-6.711538359156234,-0.22149282662764078,funding_reversal,False
39,BTCUSDT,bybit,binance,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3198.7747674045686,1.9178650213686907,6.397549534809137,2.559019813923655,2.5119896980509346,-4.526714629313167,-0.14151401578630265,funding_reversal,False
40,BTCUSDT,bybit,okx,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3169.377570580497,1.866896425314248,6.338755141160994,2.5355020564643977,-3.0909269898430787,-10.098287762154223,-0.31862053470343205,funding_reversal,False
41,ETHUSDT,binance,bybit,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,4362.129977434867,4.310411052614211,8.724259954869735,3.489703981947894,-3.365889940918103,-11.269442825121521,-0.25834724970181816,funding_reversal,False
42,ETHUSDT,okx,bybit,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3670.7604673309456,2.802123134429352,7.341520934661891,2.9366083738647566,4.831421878745127,-2.6445842953521685,-0.07204458909505142,time_stop,False
43,ETHUSDT,gateio,bybit,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3428.934658084072,2.3337406395043776,6.857869316168144,2.743147726467258,3.412429838955132,-3.8548465641758924,-0.11242111467734413,time_stop,False
44,SOLUSDT,gateio,binance,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,2808.5550773454065,1.2821677192593162,5.617110154690813,2.2468440618763252,2.803836064141181,-3.777950433166642,-0.13451580364724375,time_stop,False
45,SOLUSDT,gateio,bybit,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,2230.9331993527708,1.0473598388452245,4.461866398705542,1.7847465594822167,-4.081160326631841,-9.280413445974375,-0.41598795735644484,time_stop,False
46,AVAXUSDT,binance,okx,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3570.6986290892246,2.604475440966195,7.14139725817845,2.8565589032713796,-3.4640595189315926,-10.857540239415226,-0.30407327437165005,funding_convergence,False
47,AVAXUSDT,binance,bybit,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3328.13683979403,2.1479634450863894,6.65627367958806,2.6625094718352242,0.7546908491264234,-6.416128857210472,-0.19278440659331633,profit_target,False
48,AVAXUSDT,binance,gateio,2024-01-04 00:00:00,2024-01-04 16:00:00,16.0,3586.988789355653,2.636285567031319,7.173977578711306,2.8695910314845223,0.3660945692532462,-7.041188473911263,-0.19629803401688645,funding_reversal,False
49,BTCUSDT,gateio,binance,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,4943.29661521065,5.761414393871508,9.886593230421301,3.9546372921685204,-3.192339319303974,-11.272155448022287,-0.22802911347333632,funding_reversal,False
50,BTCUSDT,gateio,okx,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,4371.960201979082,4.333598582480114,8.743920403958164,3.4975681615832657,3.053463225462456,-4.854426757598858,-0.111035474554443,profit_target,False
51,BTCUSDT,gateio,bybit,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,3400.6384951173636,2.2810205765092353,6.801276990234728,2.7205107960938912,0.3519498487965132,-6.888817361022871,-0.20257423336569985,time_stop,False
52,BTCUSDT,bybit,binance,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,2910.8064502827597,1.4400865680386967,5.821612900565519,2.3286451602262077,1.2703871357932748,-5.4397843569597555,-0.1868823795010942,funding_reversal,False
53,SOLUSDT,gateio,binance,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,2792.122531307657,1.2573744081431073,5.584245062615314,2.2336980250461256,-0.9015771906888237,-7.462145870207156,-0.2672571058947169,time_stop,False
54,SOLUSDT,bybit,binance,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,2922.7323948050494,1.4589111476752314,5.845464789610099,2.3381859158440395,-2.241766561565631,-8.966506119344539,-0.306785052756861,time_stop,False
55,SOLUSDT,gateio,okx,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,2886.4698913002717,1.4019344014135362,5.7729397826005435,2.3091759130402174,1.8817891332033465,-4.798392161023878,-0.16623738828823675,time_stop,False
56,SOLUSDT,bybit,okx,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,3018.8065302927357,1.6136198797768408,6.037613060585471,2.4150452242341887,1.1925406031767323,-5.6464978018660865,-0.18704404357170057,profit_target,False
57,AVAXUSDT,okx,gateio,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,3182.1243207437988,1.8889361531848397,6.364248641487598,2.545699456595039,-3.582260672209972,-10.60327261710777,-0.3332136506416987,funding_reversal,False
58,AVAXUSDT,okx,bybit,2024-01-05 00:00:00,2024-01-05 16:00:00,16.0,2276.386947103425,1.0323161991224932,4.55277389420685,1.82110955768274,0.2086249910246806,-5.132942261742416,-0.22548636857515802,funding_reversal,False
59,BTCUSDT,gateio,binance,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,5432.371824515539,7.104519993301373,10.864743649031078,4.345897459612432,-1.9715048601987701,-10.077625975540908,-0.18551060754092685,profit_target,False
60,BTCUSDT,gateio,bybit,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,5542.727409500177,7.422443254173872,11.085454819000354,4.434181927600141,-4.350800264331767,-12.44799375675839,-0.2245824634172458,profit_target,False
61,BTCUSDT,gateio,okx,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,4042.298535319731,3.5822631084206424,8.084597070639463,3.233838828255785,-0.3510892021604645,-8.087261992635069,-0.20006592590755784,funding_convergence,False
62,BTCUSDT,okx,binance,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,2716.438397262034,1.1452971775459322,5.432876794524068,2.1731507178096274,-1.3398044022059612,-7.800534736993725,-0.2871603767954421,funding_reversal,False
63,BTCUSDT,okx,bybit,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,2285.168803065478,1.0350382708279278,4.570337606130956,1.8281350424523826,-0.48493349547796244,-5.848367873233373,-0.2559271711301144,funding_reversal,False
64,ETHUSDT,okx,bybit,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,4216.317225479763,3.972086476760552,8.432634450959526,3.3730537803838105,6.361276370297811,-1.4723253842849733,-0.034919701377958856,funding_convergence,False
65,ETHUSDT,binance,bybit,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,3985.1469687586496,3.457594169898123,7.970293937517299,3.18811757500692,1.9148910928979375,-5.78592624972816,-0.1451872740224294,funding_convergence,False
66,ETHUSDT,okx,gateio,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,3208.6189404523343,1.9350426896291246,6.417237880904668,2.5668951523618677,3.237926911122274,-3.8111634325151376,-0.11877893583642125,profit_target,False
67,ETHUSDT,binance,gateio,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,3002.68867920843,1.5872869315778124,6.005377358416861,2.402150943366744,-1.7197229321066168,-8.53996430231241,-0.2844105804722892,profit_target,False
68,SOLUSDT,okx,binance,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,5004.5642388503,5.9236828964458725,10.009128477700601,4.003651391080241,-3.0779640522040927,-11.167061024539063,-0.22313752989420063,profit_target,False
69,SOLUSDT,gateio,binance,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,4253.688534719733,4.057790308330652,8.507377069439466,3.4029508277757867,2.258403128559321,-5.594134460325279,-0.1315125546843515,funding_reversal,False
70,SOLUSDT,bybit,binance,2024-01-06 00:00:00,2024-01-06 16:00:00,16.0,3954.831937384467,3.392146388412196,7.909663874768934,3.1638655499075736,-8.296629733888413,-15.978012770152723,-0.40401243398271436,funding_convergence,False
71,BTCUSDT,gateio,binance,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,2992.1580751000592,1.570164373265083,5.984316150200119,2.3937264600800474,-2.852286958226414,-9.660165195241497,-0.322849426827774,funding_reversal,False
72,SOLUSDT,okx,binance,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,3160.488623503519,1.8515819170480223,6.320977247007039,2.5283908988028156,1.6428939526689126,-5.35489227609292,-0.16943241738857526,time_stop,False
73,SOLUSDT,okx,gateio,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,3102.472064722409,1.752739139523908,6.204944129444818,2.4819776517779273,0.9532127960463317,-5.980969845652505,-0.19278077999995297,funding_reversal,False
74,SOLUSDT,bybit,binance,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,2801.365761605366,1.2713004672341326,5.602731523210732,2.241092609284293,-1.323160784811326,-7.895684450072218,-0.2818512512106764,time_stop,False
75,SOLUSDT,bybit,gateio,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,1948.0097328380498,0.8433142118645053,3.8960194656761,1.55840778627044,0.2702952913046649,-4.340817748777369,-0.22283347334477865,funding_reversal,False
76,AVAXUSDT,gateio,okx,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,4500.8920214299,4.642107266406041,9.0017840428598,3.60071361714392,-2.6251021997937647,-10.585492593391443,-0.23518654842176176,profit_target,False
77,AVAXUSDT,bybit,okx,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,3108.5625282490064,1.7630245709647958,6.217125056498013,2.486850022599205,3.6763139728157133,-3.264636535316709,-0.10502077747027388,funding_reversal,False
78,AVAXUSDT,gateio,binance,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,3078.5912091673654,1.7126162286921807,6.157182418334731,2.4628729673338925,3.245854512283945,-3.6615846446924976,-0.11893702008207865,funding_reversal,False
79,AVAXUSDT,binance,okx,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,2858.0165125552608,1.357775810917965,5.716033025110522,2.2864132100442087,-3.3355062395629607,-9.980176663799726,-0.34919940525034865,profit_target,False
80,AVAXUSDT,gateio,bybit,2024-01-07 00:00:00,2024-01-07 16:00:00,16.0,2829.0444253092724,1.313309962743311,5.658088850618545,2.263235540247418,-3.1700931991542305,-9.778107627276881,-0.3456328765925242,profit_target,False
81,ETHUSDT,okx,bybit,2024-01-08 00:00:00,2024-01-08 16:00:00,16.0,3176.2923040221913,1.8788408205776892,6.352584608044383,2.541033843217753,5.830281420131744,-1.1844962105527026,-0.037291788575401434,time_stop,False
82,ETHUSDT,okx,gateio,2024-01-08 00:00:00,2024-01-08 16:00:00,16.0,3008.3523897813047,1.5965228576506318,6.01670477956261,2.4066819118250438,-0.9129780740152633,-7.739841907752285,-0.2572784336716265,funding_reversal,False
83,SOLUSDT,gateio,binance,2024-01-08 00:00:00,2024-01-08 16:00:00,16.0,3701.979242852857,2.8648853507642045,7.403958485705714,2.961583394282286,3.6193078209932987,-3.881348708230497,-0.10484523152645805,funding_reversal,False
84,SOLUSDT,okx,binance,2024-01-08 00:00:00,2024-01-08 16:00:00,16.0,3526.8567053655165,2.5195779899663986,7.053713410731033,2.821485364292413,-2.553972037709034,-9.909592822766083,-0.2809752040022015,funding_reversal,False
85,SOLUSDT,bybit,binance,2024-01-08 00:00:00,2024-01-08 16:00:00,16.0,3030.1492997332157,1.6322423526039278,6.060298599466432,2.4241194397865726,-1.5425274924855927,-8.39470317913467,-0.27703925941450364,funding_convergence,False
86,BTCUSDT,okx,gateio,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,6421.784030598626,10.142313967919076,12.843568061197251,5.137427224478901,-2.2042394808878556,-10.042920798644932,-0.15638832995305124,profit_target,False
87,BTCUSDT,okx,binance,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,3466.6813383255076,2.404754772384269,6.933362676651015,2.7733450706604064,1.6874452757399478,-5.614507699187205,-0.16195626742835123,time_stop,False
88,BTCUSDT,bybit,gateio,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,4241.054489960791,4.028738534701283,8.482108979921582,3.3928435919686333,0.9631632761201877,-6.883050761068745,-0.16229573982984546,funding_reversal,False
89,BTCUSDT,binance,gateio,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,4040.724340029105,3.5788068162436324,8.08144868005821,3.2325794720232843,-6.192165374067984,-13.927386709905846,-0.34467549721061963,funding_reversal,False
90,BTCUSDT,okx,bybit,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,3282.8168827030854,2.066280017107728,6.565633765406171,2.6262535061624686,-2.5635144706679847,-9.689121725128896,-0.29514657903034885,time_stop,False
91,ETHUSDT,okx,gateio,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,4152.262433043717,3.8268170433541724,8.304524866087434,3.3218099464349735,-2.629799513648149,-10.429317282816385,-0.2511719201517671,profit_target,False
92,ETHUSDT,okx,binance,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,3518.080689522144,2.5027090826105614,7.036161379044288,2.814464551617715,-0.22454653819979328,-7.572463386251235,-0.21524416449014966,funding_reversal,False
93,ETHUSDT,bybit,gateio,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,3405.928835759863,2.2908436888843067,6.811857671519726,2.7247430686078906,1.6773807096586133,-5.568376341584696,-0.16349068374889844,funding_convergence,False
94,ETHUSDT,bybit,binance,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,1960.5318515603913,0.9064858547583877,3.9210637031207827,1.5684254812483132,-0.18705541194699143,-4.770058741557699,-0.24330432263883905,time_stop,False
95,SOLUSDT,bybit,binance,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,2814.0403729994136,1.290480167655009,5.628080745998828,2.251232298399531,-4.035347441843103,-10.624180318586454,-0.3775418583373916,time_stop,False
96,SOLUSDT,bybit,okx,2024-01-09 00:00:00,2024-01-09 16:00:00,16.0,1999.767574216552,0.9149402691983897,3.9995351484331043,1.5998140593732417,0.6791137516529275,-4.005295186955029,-0.20028803539952292,time_stop,False
97,BTCUSDT,bybit,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3184.7141062513797,1.8934253380951676,6.3694282125027595,2.547771285001104,-1.3132353431947674,-8.337009502603463,-0.26178203833865255,profit_target,False
98,BTCUSDT,gateio,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,2698.4756262967276,1.1192101504188534,5.396951252593455,2.158780501037382,3.3519460758958175,-3.084575527316167,-0.11430807442753546,time_stop,False
99,BTCUSDT,bybit,okx,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,2218.452043417216,1.0672225781775673,4.436904086834432,1.774761634733773,-0.4078753310803127,-5.552318474470951,-0.2502789497274135,funding_reversal,False
100,ETHUSDT,okx,gateio,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3781.3502379415495,3.026781970227346,7.5627004758831,3.02508019035324,-2.0546160987504734,-9.615614794759466,-0.2542905097305641,profit_target,False
101,ETHUSDT,bybit,gateio,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3950.7031733463177,3.3832693445306368,7.901406346692635,3.160562538677054,-2.189640844502162,-9.868340385341213,-0.24978693544781164,profit_target,False
102,ETHUSDT,okx,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,2801.394773436277,1.2713442583578545,5.602789546872554,2.2411158187490217,1.7475500327800535,-4.825011074483668,-0.17223602757583364,profit_target,False
103,ETHUSDT,bybit,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,2311.559304937506,1.1783100612333066,4.6231186098750126,1.849247443950005,-2.7447653629348734,-8.038821355526585,-0.34776617404345234,funding_reversal,False
104,SOLUSDT,okx,gateio,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,4219.267862779146,3.978827806111689,8.43853572555829,3.3754142902233166,-3.803967292461848,-11.639089502131768,-0.2758556669228708,funding_reversal,False
105,SOLUSDT,okx,bybit,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3144.2059679665554,1.823646211243918,6.2884119359331105,2.5153647743732446,-0.9558018125680848,-7.935932311630522,-0.25239861486437254,funding_reversal,False
106,SOLUSDT,okx,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,2871.703560362592,1.3789572706894324,5.743407120725184,2.2973628482900734,1.688605981509859,-4.973206716815966,-0.17317966887181177,funding_reversal,False
107,SOLUSDT,binance,gateio,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,1709.4597439485474,0.7911822573603148,3.418919487897095,1.3675677951588379,0.03965431749980738,-3.9556507081958108,-0.23139771042861546,time_stop,False
108,AVAXUSDT,gateio,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3323.0729664769483,2.13877941141871,6.646145932953897,2.658458373181559,-0.04685837372567787,-7.212683268442424,-0.21704859752415123,profit_target,False
109,AVAXUSDT,gateio,okx,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3230.69388216069,1.9737624654119512,6.46138776432138,2.584555105728552,1.8589956505060423,-5.213184754131938,-0.16136424385232553,funding_convergence,False
110,AVAXUSDT,bybit,binance,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3279.8043973908207,2.0608912263689105,6.559608794781641,2.6238435179126567,-3.205389823906564,-10.327950910231952,-0.31489533090595695,funding_convergence,False
111,AVAXUSDT,bybit,okx,2024-01-10 00:00:00,2024-01-10 16:00:00,16.0,3187.92382269713,1.898994426187597,6.37584764539426,2.550339058157704,2.1608600701058895,-4.866332207258478,-0.15264894890560268,funding_convergence,False
112,BTCUSDT,gateio,binance,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,8100.0,24.991201335443186,16.2,6.48,6.554760944838208,8.865962280281394,0.10945632444791845,profit_target,False
113,BTCUSDT,gateio,bybit,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,8100.0,21.488586002156186,16.2,6.48,12.049530699913332,10.858116702069518,0.13405082348233974,funding_reversal,False
114,BTCUSDT,gateio,okx,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,8100.0,21.268782002433763,16.2,6.48,23.737909026890627,22.32669102932439,0.2756381608558567,profit_target,False
115,BTCUSDT,okx,binance,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,2816.6242243500856,1.2944020329065964,5.633248448700171,2.2532993794800684,1.5425540973082066,-5.049591697965436,-0.17927814631114275,funding_reversal,False
116,BTCUSDT,bybit,binance,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,2227.034144359002,0.9630177705908066,4.454068288718004,1.7816273154872015,2.0768561588301835,-3.195821674784215,-0.14350124280218682,funding_convergence,False
117,ETHUSDT,okx,gateio,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,5727.216828728932,7.965882892500418,11.454433657457866,4.581773462983146,-3.5168279277156986,-11.587152155656293,-0.20231732972868574,funding_convergence,False
118,ETHUSDT,binance,gateio,2024-01-11 00:00:00,2024-01-11 16:00:00,16.0,4538.015617946333,4.732438180181101,9.076031235892666,3.6304124943570666,2.790022449141896,-5.183983100926735,-0.11423458042819018,profit_target,False
