date,equity,cash,open_positions,drawdown,daily_pnl,daily_return,rolling_sharpe_30d
2021-03-20,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-21,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-22,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-23,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-24,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-25,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-26,1000000.0,1000000.0,0,0.0,0.0,0.0,
2021-03-27,1000000.0,1000965.487960019,1,0.0,0.0,0.0,
2021-03-28,973255.5341311364,973255.5341311364,0,0.027683226007477954,-26744.465868863626,-0.026744465868863587,-3.488074922742725
2021-03-29,973255.5341311364,974210.8608308109,1,0.027683226007477954,0.0,0.0,-3.488074922742725
2021-03-30,955981.5494696157,955981.5494696157,0,0.044940548931493345,-17273.98466152069,-0.017748663178105528,-4.913743645503789
2021-03-31,955981.5494696157,956960.5916919302,1,0.044940548931493345,0.0,0.0,-4.913743645503789
2021-04-01,928479.4180359249,928479.4180359249,0,0.07241615300026148,-27502.13143369078,-0.028768475133175042,-6.1316241101658555
2021-04-02,928479.4180359249,929416.5552025441,1,0.07241615300026148,0.0,0.0,-6.1316241101658555
2021-04-03,907301.4906328967,907301.4906328967,0,0.09357365309168734,-21177.92740302824,-0.0228092588717016,-7.240634925760669
2021-04-04,907301.4906328967,908341.8018754487,1,0.09357365309168734,0.0,0.0,-7.240634925760669
2021-04-05,895869.7440353297,895869.7440353297,0,0.10499437312157074,-11431.746597566991,-0.012599722050046114,-8.050018035261708
2021-04-06,895869.7440353297,896925.0761326691,1,0.10499437312157074,0.0,0.0,-8.050018035261708
2021-04-07,874053.4970285507,874053.4970285507,0,0.1267895771213018,-21816.247006778955,-0.024352030138344083,-9.051560186751772
2021-04-08,874053.4970285507,875142.7608110699,1,0.1267895771213018,0.0,0.0,-9.051560186751772
2021-04-09,870188.806014228,870188.806014228,0,0.13065054042204355,-3864.691014322685,-0.0044215726239424935,-9.390047650303663
2021-04-10,870188.806014228,871253.5823131821,1,0.13065054042204355,0.0,0.0,-9.390047650303663
2021-04-11,856617.4966876241,856617.4966876241,0,0.14420875945141529,-13571.309326603892,-0.015595821542183752,-10.269311241078325
2021-04-12,856617.4966876241,857706.8629699405,1,0.14420875945141529,0.0,0.0,-10.269311241078325
2021-04-13,841724.8418938242,841724.8418938242,0,0.15908704943537005,-14892.654793799971,-0.017385419806841496,-11.192593215706175
2021-04-14,841724.8418938242,842820.3874277829,1,0.15908704943537005,0.0,0.0,-11.192593215706175
2021-04-15,831821.1985285202,831821.1985285202,0,0.16898114017518942,-9903.643365303986,-0.011765891740846635,-11.965001706228051
2021-04-16,831821.1985285202,832834.2225706766,1,0.16898114017518942,0.0,0.0,-11.965001706228051
2021-04-17,819940.453022996,819940.453022996,0,0.1808504260281286,-11880.745505524217,-0.014282811650557892,-12.847242686705103
2021-04-18,819940.453022996,820889.720125133,1,0.1808504260281286,0.0,0.0,-12.847242686705103
2021-04-19,815034.8899887679,815034.8899887679,0,0.18575125736870324,-4905.563034228049,-0.005982828406797092,-13.345040144301029
2021-04-20,815034.8899887679,815892.6170898878,1,0.18575125736870324,0.0,0.0,-13.345040144301029
2021-04-21,808765.41484705,808765.41484705,0,0.19201468524621698,-6269.475141717936,-0.007692278230940985,-13.97294049797755
2021-04-22,808765.41484705,809616.2861123635,1,0.19201468524621698,0.0,0.0,-13.97294049797755
2021-04-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,-11924.89888288884,-0.014744570754356534,-14.943250079131433
2021-04-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-14.943250079131433
2021-04-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-14.943250079131433
2021-04-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-14.943250079131433
2021-04-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-14.090818280011673
2021-04-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-14.090818280011673
2021-04-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-13.08742828326403
2021-04-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-13.08742828326403
2021-05-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-12.518809353955605
2021-05-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-12.518809353955605
2021-05-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-11.730411167992107
2021-05-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-11.730411167992107
2021-05-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-10.797758650062285
2021-05-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-10.797758650062285
2021-05-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-10.284622497580541
2021-05-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-10.284622497580541
2021-05-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-9.75396224749324
2021-05-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-9.75396224749324
2021-05-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-8.795309314016158
2021-05-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-8.795309314016158
2021-05-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-7.9225815509453215
2021-05-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-7.9225815509453215
2021-05-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-6.86109754749969
2021-05-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-6.86109754749969
2021-05-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-5.768753607954564
2021-05-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-5.768753607954564
2021-05-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-4.773888060128866
2021-05-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-4.773888060128866
2021-05-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-3.4880749227427312
2021-05-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,-3.4880749227427312
2021-05-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-05-31,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-06-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-07-31,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-08-31,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-09-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-24,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-25,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-26,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-27,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-28,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-29,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-30,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-10-31,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-01,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-02,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-03,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-04,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-05,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-06,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-07,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-08,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-09,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-10,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-11,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-12,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-13,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-14,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-15,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-16,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-17,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-18,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-19,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-20,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-21,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-22,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
2021-11-23,796840.5159641611,796840.5159641611,0,0.20392808188808517,0.0,0.0,
